"ITEM  ","DEL","DI","DUTY PD "," DUTY FR ","    COST ","  PR 01 ","  PR 02 ","  PR 03 ","  PR 04 ","  PR 05 ","  PR 06 "," BEEROH ","WINEOH ","UM","B6%","B9%","W6%","W9%","TX?","  PR 07 ","  PR 08 ","  PR 09 ","  PR 10 ","  PR 11 "," ST"
"111008","   ","  "," 120.700","   76.186","  120.700","  179.40","  179.40","  206.31","  197.34","  188.37","  179.40","        ","       ","WW","   ","   ","   ","  1","Y  ","  179.40","  179.40","  179.40","  179.40","  115.70"," A "
"111009","   ","  "," 108.997","   66.724","  108.997","  179.40","  179.40","  206.31","  197.34","  188.37","  179.40","        ","       ","WW","   ","   ","   ","  1","Y  ","  179.40","  179.40","  179.40","  179.40","  115.70"," A "
"111010","   ","  "," 108.997","   66.724","  108.997","  179.40","  179.40","  206.31","  197.34","  188.37","  179.40","        ","       ","WW","   ","   ","   ","  1","Y  ","  179.40","  179.40","  179.40","  179.40","  115.70"," A "
"111011","   ","  "," 120.700","   76.186","  120.700","  179.40","  179.40","  206.31","  197.34","  188.37","  179.40","        ","       ","WW","   ","   ","   ","  1","Y  ","  179.40","  179.40","  179.40","  179.40","  115.70"," A "
"111012","   ","D ","  82.850","         ","   82.850","  184.36","  184.36","  212.02","  202.88","  193.58","  184.36","        ","       ","WW","   ","   ","   ","  1","Y  ","  184.36","  184.36","  184.36","  166.00","  184.36"," D "
"111013","   ","D ","  85.641","   68.752","   85.641","  183.14","  183.14","  210.62","  201.56","  192.30","  183.14","        ","       ","WW","   ","   ","   ","  1","Y  ","  183.14","  183.14","  183.14","  164.92","  183.14"," D "
"111014","   ","D ","  85.641","   68.752","   85.641","  183.14","  183.14","  210.62","  201.56","  192.30","  183.14","        ","       ","WW","   ","   ","   ","  1","Y  ","  183.14","  183.14","  183.14","  164.92","  183.14"," D "
"111015","   ","D ","  85.641","   68.752","   85.641","  183.14","  183.14","  210.62","  201.56","  192.30","  183.14","        ","       ","WW","   ","   ","   ","  1","Y  ","  183.14","  183.14","  183.14","  164.92","  183.14"," D "
"111016","   ","  "," 121.806","   78.460","  121.806","  208.13","  208.13","  239.35","  228.95","  218.54","  208.13","        ","       ","WW","   ","   ","   ","  1","Y  ","  208.13","  208.13","  208.13","  187.38","  208.13"," A "
"111017","   ","D "," 121.806","   78.460","  121.806","  208.13","  208.13","  239.35","  228.95","  218.54","  208.13","        ","       ","WW","   ","   ","   ","  1","Y  ","  208.13","  208.13","  208.13","  187.38","  208.13"," D "
"111018","   ","  "," 127.419","   83.407","  127.419","  232.20","  232.20","  267.03","  255.42","  243.81","  232.20","        ","   29.0","WW","   ","   ","   ","  1","Y  ","  232.20","  232.20","  232.20","  208.98","  232.20"," A "
"111019","   ","  "," 125.285","   81.641","  125.285","  232.20","  232.20","  267.03","  255.42","  243.81","  232.20","        ","       ","WW","   ","   ","   ","  1","Y  ","  232.20","  232.20","  232.20","  208.98","  232.20"," A "
"111020","   ","  "," 125.285","   81.641","  125.285","  232.20","  232.20","  267.03","  255.42","  243.81","  232.20","        ","       ","WW","   ","   ","   ","  1","Y  ","  232.20","  232.20","  232.20","  208.98","  232.20"," M "
"111021","   ","D "," 162.910","  116.034","  162.910","  304.58","  304.58","  350.26","  335.03","  319.81","  304.58","        ","       ","WW","   ","   ","   ","  1","Y  ","  304.58","  304.58","  304.58","  274.21","  304.58"," D "
"111022","   ","  "," 186.705","  135.576","  186.705","  304.58","  304.58","  350.26","  335.03","  319.81","  304.58","        ","   20.0","WW","   ","   ","   ","  1","Y  ","  304.58","  304.58","  304.58","  274.21","  304.58"," A "
"111023","   ","  "," 132.720","         ","  132.720","  269.79","  269.79","  310.26","  296.77","  283.28","  269.79","        ","    7.0","WW","   ","   ","   ","  1","Y  ","  269.79","  269.79","  269.79","  242.84","  269.79"," A "
"111024","   ","D ","  39.220","         ","   39.220","   89.66","   89.66","  103.11","   98.63","   94.14","   89.66","        ","       ","WW","   ","   ","   ","  1","Y  ","   89.66","   89.66","   89.66","   89.66","   89.66"," D "
"111025","   ","  "," 117.343","   74.371","  117.343","  174.60","  174.60","  200.79","  192.06","  183.33","  174.60","        ","   12.0","WW","   ","   ","   ","  1","Y  ","  174.60","  174.60","  174.60","  174.60","   95.40"," A "
"111026","   ","  ","  55.036","   33.486","   55.036","   93.60","   93.60","  107.64","  102.96","   98.28","   93.60","        ","   14.0","WW","   ","   ","   ","  1","Y  ","   93.60","   93.60","   93.60","   93.60","   93.60"," A "
"111027","   ","  ","  97.597","   55.413","   97.597","  174.00","  174.00","  200.10","  191.40","  182.70","  174.00","        ","   10.0","WW","   ","   ","   ","  1","Y  ","  174.00","  174.00","  174.00","  150.00","   80.10"," A "
"111028","   ","  "," 108.997","   66.724","  108.997","  179.40","  179.40","  206.31","  197.34","  188.37","  179.40","        ","   41.0","WW","   ","   ","   ","  1","Y  ","  179.40","  179.40","  179.40","  179.40","  115.70"," A "
"111029","   ","D ","  45.689","   25.316","   45.689","   74.19","   74.19","   85.31","   81.60","   77.89","   74.19","        ","       ","WW","   ","   ","   ","  1","Y  ","   74.19","   74.19","   74.19","   74.19","   74.19"," D "
"111030","   ","  ","  93.090","   52.266","   93.090","  174.00","  174.00","  200.10","  191.40","  182.70","  174.00","        ","   43.0","WW","   ","   ","   ","  1","Y  ","  174.00","  174.00","  174.00","  150.00","   80.10"," A "
"111031","   ","D ","  78.541","   38.967","   78.541","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," D "
"111032","   ","  ","  77.744","   38.170","   77.744","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," A "
"111033","   ","  ","  78.479","   38.939","   78.479","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," M "
"111034","   ","D ","  82.382","   42.411","   82.382","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," D "
"111035","   ","  ","  82.382","   42.411","   82.382","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","    9.0","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," A "
"111036","   ","D ","  82.382","   42.411","   82.382","  150.00","  150.00","  172.50","  165.00","  157.50","  150.00","        ","       ","WW","   ","   ","   ","  1","Y  ","  150.00","  150.00","  150.00","  150.00","   71.20"," D "
"111037","   ","  "," 837.730","         ","  837.730"," 1465.22"," 1465.22"," 1685.00"," 1611.74"," 1538.48"," 1465.22","        ","       ","WW","   ","   ","   ","  1","Y  "," 1465.22"," 1465.22"," 1465.22"," 1465.22"," 1465.22"," A "
"111038","   ","  "," 112.788","   86.225","  112.788","  199.80","  199.80","  229.76","  219.78","  209.79","  199.80","        ","    2.0","WW","   ","   ","   ","  1","Y  ","  199.80","  199.80","  199.80","  199.80","  199.80"," A "
"111039","   ","D ","  85.641","   68.752","   85.641","  183.14","  183.14","  210.62","  201.56","  192.30","  183.14","        ","       ","WW","   ","   ","   ","  1","Y  ","  183.14","  183.14","  183.14","  183.14","  183.14"," D "
"111040","   ","  "," 666.798","  592.883","  666.798"," 1425.00"," 1425.00"," 1638.75"," 1567.50"," 1496.25"," 1425.00","        ","    1.0","WW","   ","   ","   ","  1","Y  "," 1425.00"," 1425.00"," 1425.00","  956.86"," 1425.00"," A "
"111041","   ","  "," 458.203","  402.758","  458.203","  720.00","  720.00","  828.00","  792.00","  756.00","  720.00","        ","    4.0","WW","   ","   ","   ","  1","Y  ","  720.00","  720.00","  720.00","  648.00","  720.00"," A "
"111042","   ","D ","  52.040","   31.150","   52.040","   94.14","   94.14","  108.26","  103.55","   98.85","   94.14","        ","       ","WW","   ","   ","   ","  1","Y  ","   94.14","   94.14","   94.14","   94.14","   94.14"," D "
"111043","   ","D ","  59.110","   37.630","   59.110","   99.26","   99.26","  114.15","  109.18","  104.22","   99.26","        ","       ","WW","   ","   ","   ","  1","Y  ","   99.26","   99.26","   99.26","   99.26","   99.26"," D "
"111044","   ","D "," 145.180","  131.520","  145.180","  270.73","  270.73","  311.34","  297.80","  284.27","  270.73","        ","       ","WW","   ","   ","   ","  1","Y  ","  270.73","  270.73","  270.73","  270.73","  270.73"," D "
"111045","   ","  "," 124.840","  115.400","  124.840","  226.08","  226.08","  259.99","  248.69","  237.39","  226.08","        ","       ","WW","   ","   ","   ","  1","Y  ","  226.08","  226.08","  226.08","  226.08","  226.08"," A "
"111046","   ","D "," 179.210","  157.740","  179.210","  360.69","  360.69","  414.79","  396.76","  378.73","  360.69","        ","       ","WW","   ","   ","   ","  1","Y  ","  360.69","  360.69","  360.69","  360.69","  360.69"," D "
"111047","   ","D "," 226.740","  202.630","  226.740","  445.75","  445.75","  512.61","  490.33","  468.04","  445.75","        ","       ","WW","   ","   ","   ","  1","Y  ","  445.75","  445.75","  445.75","  445.75","  445.75"," D "
"111048","   ","  "," 304.340","  276.370","  304.340","  618.71","  618.71","  711.51","  680.58","  649.64","  618.71","        ","    5.0","WW","   ","   ","   ","  1","Y  ","  618.71","  618.71","  618.71","  618.71","  618.71"," D "
"111049","   ","  "," 317.510","  288.880","  317.510","  643.72","  643.72","  740.28","  708.09","  675.91","  643.72","        ","   14.0","WW","   ","   ","   ","  1","Y  ","  643.72","  643.72","  643.72","  643.72","  643.72"," A "
"111053","   ","  "," 177.172","  129.060","  177.172","  310.64","  310.64","  357.23","  341.70","  326.17","  310.64","        ","   28.0","WW","   ","   ","   ","  1","Y  ","  310.64","  310.64","  310.64","  310.64","  310.64"," A "
"111054","   ","  "," 177.178","  129.060","  177.178","  354.00","  354.00","  407.10","  389.40","  371.70","  354.00","        ","   32.0","WW","   ","   ","   ","  1","Y  ","  354.00","  354.00","  354.00","  318.60","  354.00"," A "
"111055","   ","  "," 177.369","  129.276","  177.369","  354.00","  354.00","  407.10","  389.41","  371.70","  354.00","        ","   31.0","WW","   ","   ","   ","  1","Y  ","  354.00","  354.00","  354.00","  318.60","  354.00"," A "
"111056","   ","  "," 177.178","  129.060","  177.178","  310.64","  310.64","  357.23","  341.70","  326.17","  310.64","        ","   29.0","WW","   ","   ","   ","  1","Y  ","  310.64","  310.64","  310.64","  310.64","  310.64"," A "
"111057","   ","  "," 151.925","  122.567","  151.925","  264.20","  264.20","  303.83","  290.62","  277.41","  264.20","        ","   28.0","WW","   ","   ","   ","  1","Y  ","  264.20","  264.20","  264.20","  264.20","  264.20"," A "
"111058","   ","  "," 194.146","  144.576","  194.146","  261.00","  261.00","  300.15","  287.10","  274.05","  261.00","        ","   26.0","WW","   ","   ","   ","  1","Y  ","  261.00","  261.00","  261.00","  234.90","  261.00"," A "
"111059","   ","  "," 164.157","  117.694","  164.157","  282.60","  282.60","  324.99","  310.86","  296.73","  282.60","        ","   66.0","WW","   ","   ","   ","  1","Y  ","  282.60","  282.60","  282.60","  234.00","  282.60"," A "
"111060","   ","  "," 164.157","  117.694","  164.157","  282.60","  282.60","  324.99","  310.86","  296.73","  282.60","        ","   19.0","WW","   ","   ","   ","  1","Y  ","  282.60","  282.60","  282.60","  254.34","  282.60"," A "
"111061","   ","  "," 164.157","  117.694","  164.157","  282.60","  282.60","  324.99","  310.86","  296.73","  157.20","        ","   20.0","WW","   ","   ","   ","  1","Y  ","  163.20","  163.20","  163.20","  254.34","  163.20"," A "
"111062","   ","  "," 160.405","  113.652","  160.405","  282.60","  282.60","  324.99","  310.86","  296.73","  163.20","        ","   57.0","WW","   ","   ","   ","  1","Y  ","  163.20","  163.20","  163.20","  279.00","  163.20"," A "
"111063","   ","  "," 621.250","  535.280","  621.250"," 1068.00"," 1068.00"," 1228.20"," 1174.80"," 1121.40"," 1068.00","        ","   23.0","WW","   ","   ","   ","  1","Y  "," 1068.00"," 1068.00"," 1068.00"," 1068.00"," 1068.00"," A "
"111064","   ","  ","1270.398"," 1145.108"," 1270.398"," 1794.00"," 1794.00"," 2063.10"," 1973.40"," 1883.70"," 1794.00","        ","       ","WW","   ","   ","   ","  1","Y  "," 1794.00"," 1794.00"," 1794.00"," 1530.00"," 1794.00"," A "
"111065","   ","  ","  67.043","   44.762","   67.043","  114.00","  114.00","  131.10","  125.40","  119.70","  114.00","        ","  110.0","WW","   ","   ","   ","  1","Y  ","  114.00","  114.00","  114.00","  102.60","   55.20"," A "
"111066","   ","  ","  66.885","   44.777","   66.885","  114.00","  114.00","  131.10","  125.40","  119.70","  114.00","        ","   98.0","WW","   ","   ","   ","  1","Y  ","  114.00","  114.00","  114.00","  102.59","   55.20"," A "
"111067","   ","  "," 338.726","  276.739","  338.726","  510.00","  510.00","  586.50","  561.00","  535.50","  510.00","        ","   23.0","WW","   ","   ","   ","  1","Y  ","  510.00","  510.00","  510.00","  483.39","  510.00"," A "
"111068","   ","D ","  91.642","   50.870","   91.642","  157.15","  157.15","  180.72","  172.86","  165.01","  157.15","        ","       ","WW","   ","   ","   ","  1","Y  ","   74.56","   74.56","  157.15","  157.15","  157.15"," D "
"111069","   ","D ","  91.642","   50.870","   91.642","  157.15","  157.15","  180.72","  172.86","  165.01","  157.15","        ","       ","WW","   ","   ","   ","  1","Y  ","   74.56","   74.56","  157.15","  157.15","  157.15"," D "
"111070","   ","  "," 111.280","   88.710","  111.280","  185.70","  185.70","  213.56","  204.27","  194.99","  185.70","        ","    9.0","WW","   ","   ","   ","  1","Y  ","  185.70","  185.70","  185.70","  185.70","  185.70"," A "
"111071","   ","  "," 179.145","  131.174","  179.145","  294.54","  294.54","  343.62","  328.68","  313.74","  294.54","        ","       ","WW","   ","   ","   ","  1","Y  ","  294.54","  294.54","  294.54","  294.54","  294.54"," A "
"111072","   ","  "," 106.015","   64.207","  106.015","  135.00","  135.00","  155.25","  148.50","  141.75","   82.56","        ","   33.0","WW","   ","   ","   ","  1","Y  ","   82.56","   82.56","   82.56","     .12","   79.56"," A "
"111073","   ","  "," 182.255","  149.988","  182.255","  334.50","  334.50","  384.68","  367.95","  351.23","  334.50","        ","   22.0","WW","   ","   ","   ","  1","Y  ","  334.50","  334.50","  334.50","  301.40","  334.50"," A "
"111074","   ","  "," 148.157","  102.550","  148.157","  261.00","  261.00","  300.15","  287.10","  274.05","  177.96","        ","   25.0","WW","   ","   ","   ","  1","Y  ","  178.80","  130.20","  261.00","  234.90","  130.20"," A "
"111075","   ","  ","  57.080","   35.750","   57.080","  100.83","  100.83","  115.96","  110.92","  105.88","  100.83","        ","       ","WW","   ","   ","   ","  1","Y  ","  100.83","  100.83","  100.83","  100.83","  100.83"," A "
"111076","   ","D ","  57.080","   35.750","   57.080","  100.83","  100.83","  115.96","  110.92","  105.88","  100.83","        ","       ","WW","   ","   ","   ","  1","Y  ","  100.83","  100.83","  100.83","  100.83","  100.83"," D "
"111077","   ","D ","  81.600","   43.590","   81.600","  136.20","  136.20","  156.63","  149.82","  143.01","  136.20","        ","       ","WW","   ","   ","   ","  1","Y  ","  136.20","  136.20","  136.20","  136.20","  136.20"," D "
"111078","   ","D ","  81.600","   43.590","   81.600","  136.20","  136.20","  156.63","  149.82","  143.01","  136.20","        ","       ","WW","   ","   ","   ","  1","Y  ","  136.20","  136.20","  136.20","  136.20","  136.20"," D "
"111079","   ","D ","  81.600","   43.590","   81.600","  136.20","  136.20","  156.63","  149.82","  143.01","  136.20","        ","       ","WW","   ","   ","   ","  1","Y  ","  136.20","  136.20","  136.20","  136.20","  136.20"," D "
